WM;NUMMER;MWST;RES_ZEIT;WARENGR;INTERNET;SAISON_KZ;BANAME1;BANAME2;BANAME3;DKZ1;DKZ2;DKZ3;SYS_ANLAGE;DKZ4;PREIS_GRP;BIS_MENGE;VKVALIDD1;VKPREIS1;VKVALIDD2;VKPREIS2;STKPREIS;GP_MENGE;GP_EINHEIT;PACK_MENGE;RABATT;VKPREIS3;VKVALIDD3;VKBISDT1;VKBISDT2;VKBISDT3;STAFRABATT;FAKTOR;ISZUSATZ00;ISZUSATZ01;ISZUSATZ02;ISZUSATZ03;ISZUSATZ04;ISZUSATZ05;ISZUSATZ06;ISZUSATZ07;ISZUSATZ08;ISZUSATZ09;ISZUSATZ10;ISZUSATZ11;ISZUSATZ12;ISZUSATZ13;ISZUSATZ14;ISZUSATZ15;ISZUSATZ16;ISZUSATZ17;ISZUSATZ18;ISZUSATZ19;ISZUSATZ20;ISZUSATZ21;ISZUSATZ22;ISZUSATZ23;ISZUSATZ24;ISZUSATZ25;ISZUSATZ26;ISZUSATZ27;ISZUSATZ28;ISZUSATZ29;ISZUSATZ30;ISZUSATZ31;ISZUSATZ32;ISZUSATZ33;ISZUSATZ34;ISZUSATZ35;ISZUSATZ36;ISZUSATZ37;ISZUSATZ38;ISZUSATZ39;ISZUSATZ40;ISZUSATZ41;ISZUSATZ42;ISZUSATZ43;ISZUSATZ44;ISZUSATZ45;ISZUSATZ46;ISZUSATZ47;ISZUSATZ48;ISZUSATZ49;ISZUSATZ50;KAT_1;KAT_2;KAT_3;KAT_4;KAT_5;BF_BLAU;BF_LILA;BF_ROSA;BF_WEISS;BF_GELB;BF_ORANGE;BF_ROT;BF_MEHRF;BF_GRUEN;BF_PINK;BF_SCHWARZ;FF_BLAU;FF_ORANGE;FF_WEISS;FF_GELB;FF_ROT;FF_GRUEN;FF_SCHWARZ;ISZUSATZ51;ISZUSATZ52;ISZUSATZ53;ISZUSATZ54;ISZUSATZ55;ISZUSATZ56;LAUB_IG;LAUB_LA;LAUB_WG;BESTELLT;GELIEFERT;OFFEN;LIETERMIN;GEWICHT;VERF_BEST;MARKE
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;4;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;4;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;4;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;4;01.10.2012;7,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;9999999;01.10.2012;7,5;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;9999999;01.10.2012;7,5;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;9999999;01.10.2012;7,5;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;51478;1B;7;015;Wahr;EX;Historische Rose;'Rose de Resht?';;1;1;0;01.11.2012;0;;9999999;01.10.2012;7,5;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Rose de Resht?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;robust, winterhart, kitzevertr?glich;September/Oktober-Mitte Mai (blattlose Zeit);w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;dunkelrot mit lila Stich bis purpur;sehr starker Duft;normaler Gartenboden;;;;;;sonnig;sehr gut schnittvertr?glich;ca. 30-40 cm;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;f?r Beet oder K?bel, Gruppen oder Einzelstellung;;aufrecht, breit, kompakt, kr?ftig;80 cm;;;;;;;;;;Garten Schl?ter;55478;15.10.2018;;;;Rosen/Historische Rosen;Rosen/Duftrosen;Rosen/Park- & Strauchrosen;;;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;Oktober;;halbschattig;100 cm;;Falsch;Wahr;Falsch;;;;;160;22;GS
;42944;1B;14;009;Wahr;EX;Sommermargerite;;;1;0;0;01.11.2012;0;;2;01.10.2012;2,75;;0;Falsch;100;1;0;Wahr;;;;;;0;;Chrysanthemum maximum;;Im Topfballen;Januar;;;;;;;;;;;;;;Juli;schneewei?, gelbe Mitte, einfache Bl?ten;;n?hrstoffreich, frisch;;;;;;sonnig;;;mehrj?hrig;;;Beete, Schnitt;;aufrecht in B?schen;60 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Stauden/Schnittstauden;;;;;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;September;;sonnig;80 cm;;Falsch;Wahr;Falsch;;;;;350;0;GS
;42944;1B;14;009;Wahr;EX;Sommermargerite;;;1;0;0;01.11.2012;0;;9999999;01.10.2012;2,66;;0;Falsch;100;1;0;Wahr;;;;;;0;;Chrysanthemum maximum;;Im Topfballen;Januar;;;;;;;;;;;;;;Juli;schneewei?, gelbe Mitte, einfache Bl?ten;;n?hrstoffreich, frisch;;;;;;sonnig;;;mehrj?hrig;;;Beete, Schnitt;;aufrecht in B?schen;60 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Stauden/Schnittstauden;;;;;Falsch;Falsch;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;September;;sonnig;80 cm;;Falsch;Wahr;Falsch;;;;;350;0;GS
;20586;1B;7;002;Wahr;EX;Mini-Narzisse 'Rip van Winkle';- 5 St?ck;;1;1;0;01.11.2012;0;;9999999;01.10.2012;2,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Narcissus 'Rip van Winkle";Zwiebelgr??e 10/12;Blumenzwiebeln;September;5 St?ck;;ungew?hnliche Bl?tenform;September-Dezember;;;;;doppelter Zwiebeldurchmesser;;;;;M?rz;goldgelb, stark gef?llt, fedrig;;normaler, guter Gartenboden;;;;;;sonnig;verbl?hte Narzissen-Bl?ten abschneiden, Bl?tter stehen lassen;ca. 5-10 cm, Narzissen werden in Gruppen gepflanzt;mehrj?hrig, winterhart;Blumenzwiebeld?nger, Kuhdung, Kompost;;Steingarten, kleine Fl?chen, Balkonk?sten, K?bel;;;15 cm;;;;;;;;;;Jac Uittenbogaard & Zonen BV;HAUPT;01.09.2018;;;;Blumenzwiebeln/Herbst-Blumenzwiebeln/Narzissen/Mini-Narzissen;;;;;Falsch;Falsch;Falsch;Falsch;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;M?rz;;halbschattig;20 cm;;Falsch;Wahr;Falsch;30;0;30;22.10.2018;230;7;JuB
;40493;1B;7;009;Wahr;EX;Doldenglockenblume;'Loddon Anne';;1;1;0;01.11.2012;0;;9999999;01.10.2012;3,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;;Campanula Lactiflora Loddon Anne;;Im 9 cm Topf;Januar;;je eine Pflanze;Wertvolle Bl?tenstaude;ganzj?hrig, bei frostfreiem Boden;;;;;;;;frischgr?n, lanzettlich, zart ge?dert;;Juli;Zartlila-rosa Bl?ten;;locker, durchl?ssig, humos;;;;;;sonnig;;;mehrj?hrig, winterhart;Universal- oder Staudend?nger;;Beete, Rabatten, Bauerngarten, Staudenbeet;;aufrecht, hoch, standfest;80 cm;;;;;;;;;;Garten Schl?ter;HAUPT;;;;;Stauden/Schnittstauden;Stauden/Duftpflanzen;;;;Falsch;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Dezember;August;;halbschattig;150 cm;;Falsch;Wahr;Falsch;;;;;350;9;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;4;01.10.2012;8,95;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
;50000;1B;7;015;Wahr;EX;Kletterrose 'Aloha?';;Rosa 'Aloha' Wz;1;0;0;01.11.2012;0;;9999999;01.10.2012;8,55;;0;Falsch;100;1;0;Wahr;0;;;;;0;1;Rosa 'Aloha?';mind. 3 starke Triebe;wurzelnackte Pflanze;Oktober;;;reichbl?hend;Oktober-Mai (blattlose Zeit), Boden muss frostfrei sein;w?ssern, obere Triebe auf 15cm runterschneiden, tief einpflanzen;;;;tief genug, Veredelung muss 3 cm unter der Erdoberfl?che liegen;;;dunkelgr?n, gl?nzend;;Juni;apricotfarbend, Nuancen in rot und rosa;mittelstarker Duft;humoser Gartenboden;;;;;;sonnig;;;mehrj?hrig, winterhart;Rosend?nger, 6 Wochen nach Pflanzung;;Rankger?ste, Pergolen, Fassaden, Rosenbogen;;schnell wachsend, rankend, kr?ftig;200 cm;;;;;;;;;;Garten Schl?ter;55000;15.10.2018;;;;Rosen/Kletterrosen;Kletterpflanzen/Kletter- & Ramblerrosen;Rosen/Duftrosen;;;Falsch;Falsch;Wahr;Falsch;Falsch;Wahr;Wahr;Wahr;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;Falsch;April;September;;halbschattig;300 cm;;Falsch;Wahr;Falsch;50;50;0;15.10.2018;180;17;GS
